10000	14375613.6282398	13	995	0.00838709677419355
12589.2541179417	20339117.3416828	13	990	0.00747500786821851
15848.9319246111	28767270.2330772	13	989	0.00666210777510688
19952.6231496888	40632058.9568265	13	989	0.00593760980451213
25118.8643150958	57300814.9966462	13	993	0.00529190030854355
31622.7766016838	80451583.2455055	14	1119	0.00507921196946122
39810.7170553497	112056219.545227	17	1077	0.00549689223978299
50118.7233627273	156565919.370436	12	928	0.00345819555213649
63095.7344480193	206632221.072996	10	861	0.00256843335840966
79432.8234724282	301887379.583576	15	1319	0.00343367796032492
100000	430240634.760737	16	1592	0.003264286616948
