0.000911314544917906	17383.117096263	1	47
0.00182262908983581	154971.930949525	2	47
0.00273394363475372	406574.786602486	3	96
0.00364525817967162	413300.668875414	4	78
0.00455657272458953	415472.556577315	5	61
0.00546788726950743	392685.00868188	6	145
0.00637920181442534	421089.814900687	7	102
0.00729051635934325	614283.235098173	8	1562
0.00820183090426115	1671188.98685439	9	292
0.00911314544917906	1685421.66661159	10	282
0.010024459994097	1700309.82134101	11	237
0.0109357745390149	1547075.53034533	12	3693
0.0118470890839328	4018605.83263116	13	748
0.0127584036288507	4075301.66758167	14	498
0.0136697181737686	4075457.91495896	15	476
0.0145810327186865	4072911.75388112	16	624
0.0154923472636044	4075372.18939022	17	681
0.0164036618085223	4095130.69893965	18	471
0.0173149763534402	4093881.76405785	19	512
0.0182262908983581	4097518.98989847	20	543
0.019137605443276	4097554.23748813	21	559
0.0200489199881939	4096374.83888147	22	525
0.0209602345331118	4096436.61243754	23	510
0.0218715490780297	4099254.30562208	24	523
0.0227828636229476	4098625.92818514	25	501
0.0236941781678656	4099742.33543394	26	473
0.0246054927127835	4100415.82788995	27	492
0.0255168072577014	3676646.10509025	28	975
0.0264281218026193	3985192.13440201	29	546
0.0273394363475372	3979398.02044554	30	540
0.0282507508924551	3982297.57166734	31	521
