0.0020401791355925	1841.24967771443	1	47
0.00408035827118501	12156.3372576545	2	47
0.00612053740677751	45908.8649834059	3	72
0.00816071654237001	103488.463542581	4	126
0.0102008956779625	175499.129187263	5	175
0.012241074813555	248425.50746876	6	228
0.0142812539491475	313008.311131107	7	290
0.01632143308474	362685.526125974	8	364
0.0183616122203325	399317.631878963	9	433
0.020401791355925	424495.4246094	10	454
0.0224419704915175	437536.252372739	11	502
0.02448214962711	440534.025297047	12	551
0.0265223287627025	433979.000940013	13	553
0.028562507898295	420729.598831335	14	612
0.0306026870338875	385242.132126868	15	1006
0.03264286616948	371642.023704856	16	999
0.0346830453050725	377714.179193068	17	963
0.036723224440665	365325.418237985	18	967
0.0387634035762576	347777.390279463	19	795
0.04080358271185	319894.482042502	20	807
0.0428437618474426	292779.411017475	21	817
0.0448839409830351	273708.039458795	22	817
0.0469241201186276	254705.269451063	23	880
0.0489642992542201	234877.805006224	24	883
0.0510044783898126	216983.910002701	25	886
0.0530446575254051	200609.568363273	26	888
0.0550848366609976	185821.047590186	27	889
0.0571250157965901	172297.827315977	28	942
0.0591651949321826	160072.569223757	29	942
0.0612053740677751	148751.574725312	30	942
0.0632455532033676	138410.510603361	31	942
