0.000228911864021661	1112557.70690497	1	47
0.000457823728043323	11535508.1658441	2	69
0.000686735592064984	37648178.0088126	3	136
0.000915647456086646	72888880.2689085	4	245
0.00114455932010831	118569179.157302	5	332
0.00137347118412997	165728380.968426	6	484
0.00160238304815163	214184831.564239	7	552
0.00183129491217329	248063124.660152	8	669
0.00206020677619495	266940973.023679	9	681
0.00228911864021661	281135929.747441	10	935
0.00251803050423828	256204386.71164	11	765
0.00274694236825994	160310079.879251	12	485
0.0029758542322816	293108282.46176	13	1611
0.00320476609630326	220106344.179357	14	1903
0.00343367796032492	301807946.760104	15	1319
0.00366258982434658	290452911.487071	16	1392
0.00389150168836825	287135056.620671	17	1728
0.00412041355238991	292778815.587505	18	1632
0.00434932541641157	229848901.285121	19	1470
0.00457823728043323	209126296.881109	20	1571
0.00480714914445489	200239071.240633	21	1558
0.00503606100847655	163126110.013017	22	1656
0.00526497287249821	156482266.52059	23	1833
0.00549388473651988	150000009.248601	24	1914
0.00572279660054154	143840265.191546	25	1768
0.0059517084645632	137422154.369229	26	1852
0.00618062032858486	134217444.653547	27	1810
0.00640953219260652	125425032.697849	28	1938
0.00663844405662818	120110024.779388	29	1863
0.00686735592064984	115037350.050497	30	1840
0.00709626778467151	110425275.666891	31	1864
