0.000362800854961516	274232.27827316	1	47
0.000725601709923031	2885132.04658027	2	69
0.00108840256488455	9540402.54147448	3	175
0.00145120341984606	19000616.0987152	4	228
0.00181400427480758	26859092.7998381	5	328
0.00217680512976909	33143114.2268492	6	453
0.00253960598473061	38467114.9205358	7	546
0.00290240683969212	43627233.2589137	8	573
0.00326520769465364	49946008.4500792	9	628
0.00362800854961516	55589201.2150076	10	716
0.00399080940457667	60892872.1290301	11	749
0.00435361025953819	65254379.4660065	12	756
0.0047164111144997	69502716.0857957	13	849
0.00507921196946122	72681039.1233752	14	888
0.00544201282442273	76154764.6454226	15	920
0.00580481367938425	78128030.8861741	16	954
0.00616761453434576	79790271.614141	17	1004
0.00653041538930728	80404552.5050761	18	1056
0.0068932162442688	80732005.4367323	19	1111
0.00725601709923031	80551382.763996	20	1095
0.00761881795419183	79983286.1736885	21	1157
0.00798161880915334	79135872.103808	22	1201
0.00834441966411486	78020643.3299402	23	1223
0.00870722051907637	76722373.8008228	24	1209
0.00907002137403789	75266493.5471544	25	1242
0.0094328222289994	73690467.5394472	26	1277
0.00979562308396092	71540679.0924737	27	1557
0.0101584239389224	68702404.0750501	28	1727
0.010521224793884	68320257.7733874	29	1305
0.0108840256488455	27259647.5291561	30	1876
0.011246826503807	63897731.7440445	31	1802
