0.000575000605247578	67836.0294612698	1	47
0.00115000121049516	682155.82625159	2	65
0.00172500181574273	1612827.42858317	3	146
0.00230000242099031	3196174.47491304	4	238
0.00287500302623789	2971989.27624688	5	286
0.00345000363148547	4246966.90472304	6	366
0.00402500423673305	5572390.32750498	7	516
0.00460000484198062	6682947.54067879	8	337
0.0051750054472282	7468438.65710181	9	472
0.00575000605247578	6588166.75687263	10	3907
0.00632500665772336	7925265.45647939	11	3591
0.00690000726297094	7785110.50287506	12	4051
0.00747500786821851	7121038.31060525	13	5479
0.00805000847346609	10723454.869964	14	589
0.00862500907871367	6623158.27849066	15	8597
0.00920000968396125	6255425.55262006	16	9070
0.00977501028920883	6401752.94484794	17	7367
0.0103500108944564	6094582.45362784	18	9509
0.010925011499704	6182601.97152169	19	9105
0.0115000121049516	5944144.09983468	20	10266
